Unnamed: 0,address,categories/0,categories/1,categories/2,categories/3,categories/4,categoryName,name,publishedAtDate,text,translatedLanguage,category,predicted_category_enhanced,confidence_enhanced
3055,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,ulises dominguez,2025-04-28T12:41:59.359Z,"Very good view of the main temple! No, expect great tasting food!!",en,,never-visited,0.325397253036499
3057,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,JULIO CESAR VILLORDO,2025-04-26T21:53:48.338Z,"Good seasoning, good atmosphere",en,,authentic,0.3459690511226654
3058,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,Ve Ts,2025-04-26T18:40:11.801Z,"People are very rude, not only there in that damn city of Mexico, terrible filth",en,,never-visited,0.32255688309669495
3060,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,Emmanuel Kate,2025-04-26T12:40:45.193Z,I liked the attention,en,,authentic,0.3549928367137909
3061,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,Roberto Villegas,2025-04-26T11:33:24.413Z,Excellent food and first class service 🍅🫚🥩🍄‍🟫🍞🥖,en,,authentic,0.85
3062,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,Aisie Maire,2025-04-26T02:18:15.727Z,"Perfect meal and experience! We came for a 7:15 reservation and was able to be sat a bit before, which was perfect to see the sunset. I had the tepache and my girlfriend had the pornstar martini. We shared the blanco loco. The tepache was perfect- not too sweet and the mezcal smoky flavor held strong. The pornstar martini was nice, the maracuya flavor was prominent, but we wished there was more vanilla flavor. The blanco loco is sweet but delicious and an interesting texture.

We shared the four course menu and chose: the oysters, the crab taco, the beef mole and the chocolate cake. We were not very hungry so it was the perfect amount for the both of us. The oysters had many different textures which was interesting, but a bit overwhelming on the palette. I believe it contained miso glaze, but could not taste the umami flavor. The crab taco was lovely. A nice blend of textures (crunchy fried crab, onions and aioli) and flavors (avocado, lime and sweet crab). The star of the show was definitely the beef. Perfectly cooked, it tasted like butter and a wonderful mole sauce. The chicharrón balls and asparagus/brussel sprouts made for some interesting texture and flavor combinations. The chocolate cake dessert was light, creamy and buttery. Our waiter, Fabian, was very attentive and gave us great recommendations. When hearing of my girlfriend’s dairy allergy, they made sure to give us salsa with our bread instead of butter so she could enjoy. Highly recommend for a memorable experience.",,,authentic,0.95
3063,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,Kike Garcia,2025-04-24T23:54:50.931Z,So expensive👉👈 just order a beer,en,,never-visited,0.3742658793926239
3064,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,Ailenne Ramirez,2025-04-23T22:14:25.066Z,"Lol, very bad, very bad, lol so bad",en,,inappropriate,0.41553717851638794
3066,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,Martha M. Mendez A.,2025-04-23T01:20:16.556Z,"Very nice place, very good service and good food.
It's worth knowing 😀",en,,authentic,0.85
3068,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,israel andrade,2025-04-23T01:00:38.751Z,Excellent place to spend time with the family,en,,authentic,0.32718151807785034
3069,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,Alejandro Gonzalez,2025-04-23T00:26:14.580Z,Excellent view of the cathedral and zocalo,en,,authentic,0.3169385492801666
3071,"Av. 5 de Mayo 61, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Cuauhtémoc, CDMX, Mexico",Mexican restaurant,Bar & grill,,,,Mexican restaurant,Michael Vallejos,2025-04-22T04:19:50.713Z,"Amazing ambiance, exceptional service, and breathtaking views. Balcón del Zócalo is truly a gem! From the moment you step in, you can tell they take serious pride in every detail. The decor is stunning. We just went for drinks and they took care of us (other places nearby are stuffy and force everyone to buy an entree for you to buy a drink). We tried the cocktails Sandia, Loco Blanco, Godfather. All three were great.

The service was impeccable—attentive, friendly, without hovering. Everyone was pleasant. The view is unforgettable. Overlooking the Zócalo at night is magical and adds an extra layer of charm to the whole experience.

I can’t wait to come back to enjoy everything Balcón del Zócalo has to offer again. Highly recommend it for a special evening out or just treating yourself to a fantastic meal and drinks!

---

Feel free to adjust it further based on your preferences! 😊",,,authentic,0.95
3073,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Dawn S,2023-06-04T02:42:54.796Z,Very busy so too loud to talk. Food was great!,,,never-visited,0.3862667977809906
3074,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,James Krempasky,2023-06-04T00:37:10.466Z,Good food. A bit loud and cool inside.,,,never-visited,0.26974788308143616
3075,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Estela Kieffer,2023-06-03T18:19:10.875Z,"Newer taco restaurant  on Tejon just north of Cimarron. The restaurant is big and has a nice relaxed atmosphere. I did not get to dine in, but sat at the bar while waiting for my order. I watch the bartenders make margaritas and they looked great, unfortunately, I had to drive home so didn't try any.  The menu has a large variety of tacos to choose from.  I ordered 6 different tacos to go (since it was my first time trying them, I wanted to sample as many as possible).  The tacos transported well and were quite tasty. I am sure eating them at the restaurant would have been a far better experience. I also ordered the churros.  They transported well, were still pretty warm with a nice chewy interior and a crispy exterior.  I will definitely be going back.",,,authentic,0.8999999999999999
3076,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,K Dub,2023-06-03T02:06:54.071Z,"I was very disappointed from my experience. I have thought about my review for two months.

The initial complication started with the order to order a taco. I had questions. She didn't understand my simple questions about the ingredients of the specific tacos I was inquiring about (the vegetarian options). Ultimately, I wanted to know what the ingredients were and if it was free of animal products. My friend and I were able to decipher that she didn't know. When she came back to bring my friend's queso, and to take her order, I had a couple more questions about customizing my order. The server just couldn't comprehend. I tried four times to ask my questions. To restate my questions. Rephrase my questions and then I thought maybe I am not speaking well enough. So, my friend, who's a very articulate and great at projecting rephrased and reframe exactly what I was asking. No, there was not a a language barrier.

The request was to remove one ingredient from a taco. Or option 2, was was to apply the Portabella mushroom  mushroom to a different taco as the protein. It blew her mind. Following the conversation about customizing the taco I just gave up.  She went to go ask somebody in the kitchen. I don't even think she knew what she was asking. Even if she asked. While she was away, I asked my friend if I was not speaking clearly, or how I could've worded that more clearly and more understandable. She said, I think you were very clear.

The server returned. I wanted to make this a simple for everybody.  I will order the portobello taco with no cheese or creama. When the food arrived. Of course, there was creama on the taco. Yet the cheese was not present. Close, but still deadly. They remade the taco.

My incomprehensible request was the CAMOTE AL PASTOR taco with the Portabella mushroom added as a protein. That's all.

I ended up with the PANELA MUSHROOM, no cheese and creama.

While are they prepared our tacos, I noticed the water glass had red lipstick on it. As a result, I took a closer look. It was unwashed. Completely. Fingerprints and all. At this point I drank almost half of the water. Note, the server was very gracious, embarrassed and apologetic. They replaced my right away. Yes this can happen. It's disgusting. I'm not sure how it happened. At this point, I was really hopeful that the food redeem this place. Because the ambience was great, aside from the loud music.

When the mushroom taco arrived, it was simply a mushroom, with sauce, arugula on a tortilla. I asked for a side of avocado slices. She brings me smashed avocado, which they call guacamole. Which is OK. I just needed something to add flavor and a little more value to my taco. The flavor didn't change much. And I love avocado.

They did not charge me for the Avocado/guacamole due to the dirty water glass. That's very much appreciated. And I want to acknowledge that.

What's a taco good? No. Was it filling? No. It was lacking density and flavor. Also substance. I would love to have ordered more, but I was not going to even try based on the in accuracy and the lack of flavor or taste. I just left hungry.

My friend did enjoy her chips and queso. Her toco was ""okay"" as it lacked flavor. I don't recall which taco she ordered but it was an animal protein taco.

That taco isn't worth of five dollars. That taco isn't worth $1.50.

You will leave smelling like tacos. My coworkers new I had tacos for lunch. From two offices from away, he smelled me and my clothes. It's not a bad smell, but in a modern restaurant I don't think I should smell like a taco shop..

I do not recommend this place. I have no plans of going back. Many other people have had a very different experiences than I.

I don't understand, due to the computer in her hand, and from her knowledge, she could not request that the Portabella mushroom be added to a taco.  Perhaps the training gap. But also, you can add a note that says side of Portabella mushroom. Or place Portabella mushroom on this taco. No effort.",,,authentic,0.95
3077,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Keanu Kinney,2023-06-02T00:20:39.990Z,Should be $$$. $5-6 for a single taco is insane. The margs are tiny for $8(on special) and $4 for a small bowl of rice is criminal! Otherwise the atmosphere is nice and the place has a nice aesthetic. Tacos were tasty but very small. Beer and Bacon queso was also just alright. And paying $6 for chips and salsa is also outrageous.,,,authentic,0.34639692306518555
3078,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Brad B.,2023-05-31T04:54:24.365Z,Fun environment & clean. Friendly  and attentive staff. I liked the setting here and the food was fantastic. Highly recommend: the brisket quesadilla and guacamole 🙌🔥🙌🔥,,,authentic,0.8999999999999999
3079,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Des Lovato,2023-05-31T00:39:37.705Z,"We ordered a few tacos and a chimichanga. Everything was delicious except the chimichanga. For some reason, just the chimichanga steak meat was weird tasting. It was waaaaay overwhelmed by lime juice? Won’t get that again. Otherwise, pretty cool place",,,authentic,0.6304717063903809
3080,"418 S Tejon St suite 100, Colorado Springs, CO 80903",Mexican restaurant,Cocktail bar,Taco restaurant,,,Mexican restaurant,Tapasya P.,2023-05-30T12:08:56.879Z,Amazing food and amazing vegetarian options too! The services was great and fast. And the ambiance was great too! 10/10 reccomend going to Zocalo.,,,authentic,0.8999999999999999
